,Week,Name,Team,Opponent,Fanduel_Points,Fanduel_Price,Home
0,1,"Wilson, Russell",sea, atl,31.78,8400.0,Away
1,1,"Rodgers, Aaron",gnb, min,30.76,7600.0,Away
2,1,"Allen, Josh",buf,nyj,28.18,7900.0,Home
3,1,"Jackson, Lamar",bal,cle,27.5,9300.0,Home
4,1,"Murray, Kyler",ari, sfo,27.3,7700.0,Away
5,1,"Newton, Cam",nwe,mia,25.7,7400.0,Home
6,1,"Ryan, Matt",atl,sea,24.9,7800.0,Home
7,1,"Trubisky, Mitchell",chi, det,24.28,6900.0,Away
8,1,"Cousins, Kirk",min,gnb,22.76,7200.0,Home
9,1,"Brady, Tom",tam, nor,22.46,7500.0,Away
10,1,"Roethlisberger, Ben",pit, nyg,22.06,7800.0,Away
11,1,"Watson, Deshaun",hou, kan,21.82,8200.0,Away
12,1,"Minshew, Gardner",jac,ind,20.82,6700.0,Home
13,1,"Mahomes II, Patrick",kan,hou,20.44,9500.0,Home
14,1,"Bridgewater, Teddy",car,lvr,19.4,6800.0,Home
15,1,"Tannehill, Ryan",ten, den,19.36,7000.0,Away
16,1,"Jones, Daniel",nyg,pit,19.36,7200.0,Home
17,1,"Garoppolo, Jimmy",sfo,ari,19.26,7300.0,Home
18,1,"Prescott, Dak",dal, lar,17.64,8400.0,Away
19,1,"Burrow, Joe",cin,lac,17.32,6600.0,Home
20,1,"Stafford, Matthew",det,chi,17.18,7300.0,Home
21,1,"Rivers, Philip",ind, jac,16.82,7200.0,Away
22,1,"Wentz, Carson",phi, was,15.0,7700.0,Away
23,1,"Brees, Drew",nor,tam,14.4,8100.0,Home
24,1,"Carr, Derek",lvr, car,13.56,7100.0,Away
25,1,"Lock, Drew",den,ten,13.14,6700.0,Home
26,1,"Haskins, Dwayne",was,phi,12.82,6500.0,Home
27,1,"Darnold, Sam",nyj, buf,12.2,6800.0,Away
28,1,"Goff, Jared",lar,dal,11.5,7400.0,Home
29,1,"Mayfield, Baker",cle, bal,10.86,7000.0,Away
30,1,"Taylor, Tyrod",lac, cin,9.02,7000.0,Away
31,1,"Fitzpatrick, Ryan",mia, nwe,8.44,6400.0,Away
32,1,"Hill, Taysom",nor,tam,4.72,5000.0,Home
33,1,"Streveler, Chris",ari, sfo,0.3,6000.0,Away
34,1,"Griffin III, Robert",bal,cle,0.26,6000.0,Home
35,1,"Hoyer, Brian",nwe,mia,0.0,6000.0,Home
36,1,"Tagovailoa, Tua",mia, nwe,0.0,6200.0,Away
37,1,"Brissett, Jacoby",ind, jac,0.0,6000.0,Away
38,1,"Boyle, Tim",gnb, min,-0.2,6000.0,Away
39,1,"Jacobs, Josh",lvr, car,33.9,8200.0,Away
40,1,"McCaffrey, Christian",car,lvr,26.9,10000.0,Home
41,1,"Elliott, Ezekiel",dal, lar,26.2,8700.0,Away
42,1,"Brown, Malcolm",lar,dal,24.5,5000.0,Home
43,1,"Hines, Nyheim",ind, jac,23.3,4900.0,Away
44,1,"Mostert, Raheem",sfo,ari,23.1,6200.0,Home
45,1,"Carson, Chris",sea, atl,21.6,7200.0,Away
46,1,"Cook, Dalvin",min,gnb,21.3,8700.0,Home
47,1,"Kamara, Alvin",nor,tam,21.2,8300.0,Home
48,1,"Edwards-Helaire, Clyde",kan,hou,19.8,7200.0,Home
49,1,"Johnson, David",hou, kan,18.4,6300.0,Away
50,1,"Jones, Aaron",gnb, min,15.6,7800.0,Away
51,1,"Barber, Peyton",was,phi,14.9,4900.0,Home
52,1,"Henry, Derrick",ten, den,14.6,8400.0,Away
53,1,"Dobbins, J.K.",bal,cle,14.2,5200.0,Home
54,1,"Gordon, Melvin",den,ten,14.1,6600.0,Home
55,1,"Drake, Kenyan",ari, sfo,13.5,6600.0,Away
56,1,"Peterson, Adrian",det,chi,12.9,5100.0,Home
57,1,"Gurley, Todd",atl,sea,12.7,7100.0,Home
58,1,"Kelley, Joshua",lac, cin,12.0,4500.0,Away
59,1,"Edmonds, Chase",ari, sfo,12.0,5000.0,Away
60,1,"McKinnon, Jerick",sfo,ari,11.9,5000.0,Home
61,1,"Taylor, Jonathan",ind, jac,11.9,5300.0,Away
62,1,"Snell, Benny",pit, nyg,11.3,4600.0,Away
63,1,"Moss, Zack",buf,nyj,10.2,4800.0,Home
64,1,"Hunt, Kareem",cle, bal,10.1,5800.0,Away
65,1,"Mattison, Alexander",min,gnb,10.0,4900.0,Home
66,1,"Swift, D'Andre",det,chi,9.8,5100.0,Home
67,1,"Michel, Sony",nwe,mia,9.7,6000.0,Home
68,1,"Barkley, Saquon",nyg,pit,9.6,9000.0,Home
69,1,"Robinson, James",jac,ind,9.5,4500.0,Home
70,1,"Jones, Ronald",tam, nor,9.2,5700.0,Away
71,1,"Adams, Josh",nyj, buf,9.2,4500.0,Away
72,1,"Ekeler, Austin",lac, cin,9.2,7700.0,Away
73,1,"Gaskin, Myles",mia, nwe,8.6,4600.0,Away
74,1,"Hyde, Carlos",sea, atl,8.3,5000.0,Away
75,1,"Montgomery, David",chi, det,7.9,5900.0,Away
76,1,"Singletary, Devin",buf,nyj,7.8,6300.0,Home
77,1,"Mack, Marlon",ind, jac,7.1,6100.0,Away
78,1,"White, James",nwe,mia,6.7,5300.0,Home
79,1,"Howard, Jordan",mia, nwe,6.7,5500.0,Away
80,1,"Booker, Devontae",lvr, car,6.7,4600.0,Away
81,1,"Scott, Boston",phi, was,6.4,4900.0,Away
82,1,"Williams, Jamaal",gnb, min,6.2,4900.0,Away
83,1,"Cohen, Tarik",chi, det,5.7,5200.0,Away
84,1,"Mixon, Joe",cin,lac,5.6,7300.0,Home
85,1,"Bell, Le'Veon",nyj, buf,5.6,6500.0,Away
86,1,"Gibson, Antonio",was,phi,5.4,4600.0,Home
87,1,"Juszczyk, Kyle",sfo,ari,5.3,4600.0,Home
88,1,"Chubb, Nick",cle, bal,5.1,7400.0,Away
89,1,"Ervin, Tyler",gnb, min,4.9,4600.0,Away
90,1,"Bernard, Giovani",cin,lac,4.8,4800.0,Home
91,1,"Murray, Latavius",nor,tam,4.8,5100.0,Home
92,1,"Akers, Cam",lar,dal,4.8,5800.0,Home
93,1,"Pollard, Tony",dal, lar,4.2,5100.0,Away
94,1,"Lindsay, Phillip",den,ten,4.0,5500.0,Home
95,1,"Williams, Darrel",kan,hou,4.0,4600.0,Home
96,1,"Taylor, J.J.",nwe,mia,3.7,4500.0,Home
97,1,"Burkhead, Rex",nwe,mia,3.2,5100.0,Home
98,1,"Clement, Corey",phi, was,3.1,4500.0,Away
99,1,"Hill, Brian",atl,sea,3.0,4800.0,Home
100,1,"Coleman, Tevin",sfo,ari,2.9,5400.0,Home
101,1,"Ingram, Mark",bal,cle,2.9,7000.0,Home
102,1,"Conner, James",pit, nyg,2.7,6800.0,Away
103,1,"Fournette, Leonard",tam, nor,2.4,6900.0,Away
104,1,"Gore, Frank",nyj, buf,2.4,4800.0,Away
105,1,"Breida, Matt",mia, nwe,2.2,5200.0,Away
106,1,"Smith, Ito",atl,sea,2.1,4900.0,Home
107,1,"Richard, Jalen",lvr, car,2.0,4800.0,Away
108,1,"Laird, Patrick",mia, nwe,1.9,4700.0,Away
109,1,"Gallman, Wayne",nyg,pit,1.9,4500.0,Home
110,1,"Edwards, Gus",bal,cle,1.7,4900.0,Home
111,1,"Freeman, Royce",den,ten,1.7,4800.0,Home
112,1,"Thompson, Chris",jac,ind,1.6,4900.0,Home
113,1,"Dillon, AJ",gnb, min,1.4,4700.0,Away
114,1,"Johnson, Kerryon",det,chi,1.4,5600.0,Home
115,1,"Johnson, Duke",hou, kan,1.4,5400.0,Away
116,1,"Homer, Travis",sea, atl,1.3,4600.0,Away
117,1,"Blasingame, Khari",ten, den,1.0,4500.0,Away
118,1,"Samuels, Jaylen",pit, nyg,0.8,4700.0,Away
119,1,"McCoy, LeSean",tam, nor,0.7,5300.0,Away
120,1,"Henderson, Darrell",lar,dal,0.6,5200.0,Home
121,1,"Johnson, D'Ernest",cle, bal,0.5,4500.0,Away
122,1,"Jackson, Justin",lac, cin,0.4,4500.0,Away
123,1,"McKissic, J.D.",was,phi,0.4,4600.0,Home
124,1,"Sherman, Anthony",kan,hou,0.2,4500.0,Home
125,1,"Lewis, Dion",nyg,pit,0.1,4800.0,Home
126,1,"Huntley, Jason",phi, was,0.1,4500.0,Away
127,1,"Armah, Alex",car,lvr,0.1,4500.0,Home
128,1,"Thompson, Darwin",kan,hou,0.0,4700.0,Home
129,1,"Boone, Mike",min,gnb,0.0,4600.0,Home
130,1,"Wilson Jr., Jeff",sfo,ari,0.0,4600.0,Home
131,1,"Burton, Michael",nor,tam,0.0,4500.0,Home
132,1,"Johnson, Jakob",nwe,mia,0.0,4500.0,Home
133,1,"Bellore, Nick",sea, atl,0.0,4500.0,Away
134,1,"Ham, C.J.",min,gnb,0.0,4500.0,Home
135,1,"Wilkins, Jordan",ind, jac,0.0,4600.0,Away
136,1,"Davis, Mike",car,lvr,0.0,4600.0,Home
137,1,"Nall, Ryan",chi, det,0.0,4500.0,Away
138,1,"Foster, D.J.",ari, sfo,0.0,4500.0,Away
139,1,"Cox, Chandler",mia, nwe,0.0,4500.0,Away
140,1,"Penny, Elijhaa",nyg,pit,0.0,4500.0,Home
141,1,"Abdullah, Ameer",min,gnb,0.0,4700.0,Home
142,1,"Perry, Senorise",ten, den,0.0,4500.0,Away
143,1,"Johnson, Ty",det,chi,0.0,4500.0,Home
144,1,"Howell, Buddy",hou, kan,0.0,4500.0,Away
145,1,"Watt, Derek",pit, nyg,0.0,4500.0,Away
146,1,"Smith, Keith",atl,sea,0.0,4500.0,Home
147,1,"McNichols, Jeremy",ten, den,0.0,4500.0,Away
148,1,"Jones, Taiwan",buf,nyj,0.0,4500.0,Home
149,1,"Perine, Samaje",cin,lac,0.0,4500.0,Home
150,1,"Janovich, Andy",cle, bal,0.0,4500.0,Away
151,1,"Ingold, Alec",lvr, car,0.0,4500.0,Away
152,1,"Cannon, Trenton",car,lvr,0.0,4500.0,Home
153,1,"Montgomery, Ty",nor,tam,-0.4,4600.0,Home
154,1,"Ricard, Patrick",bal,cle,-1.1,4500.0,Home
155,1,"Adams, Davante",gnb, min,34.6,8000.0,Away
156,1,"Ridley, Calvin",atl,sea,29.4,6600.0,Home
157,1,"Thielen, Adam",min,gnb,28.0,6800.0,Home
158,1,"Slayton, Darius",nyg,pit,25.2,5300.0,Home
159,1,"Anderson, Robby",car,lvr,22.5,5600.0,Home
160,1,"Hopkins, DeAndre",ari, sfo,22.1,7800.0,Away
161,1,"Smith-Schuster, JuJu",pit, nyg,21.9,7100.0,Away
162,1,"Crowder, Jamison",nyj, buf,21.0,6000.0,Away
163,1,"Jones, Julio",atl,sea,20.2,8200.0,Home
164,1,"Watkins, Sammy",kan,hou,18.0,5400.0,Home
165,1,"Valdes-Scantling, Marquez",gnb, min,17.6,4700.0,Away
166,1,"Metcalf, D.K.",sea, atl,17.5,6400.0,Away
167,1,"Lazard, Allen",gnb, min,16.2,5500.0,Away
168,1,"Brown, John",buf,nyj,16.0,6100.0,Home
169,1,"Gage, Russell",atl,sea,15.9,4800.0,Home
170,1,"Miller, Anthony",chi, det,15.6,5500.0,Away
171,1,"Fuller, Will",hou, kan,15.2,6000.0,Away
172,1,"Woods, Robert",lar,dal,14.9,6900.0,Home
173,1,"Snead, Willie",bal,cle,14.4,5100.0,Home
174,1,"Davis, Corey",ten, den,13.6,5000.0,Away
175,1,"Lockett, Tyler",sea, atl,13.2,6800.0,Away
176,1,"Cole, Keelan",jac,ind,13.2,4600.0,Home
177,1,"Cooper, Amari",dal, lar,13.1,7100.0,Away
178,1,"Hill, Tyreek",kan,hou,13.1,8100.0,Home
179,1,"Brown, Marquise",bal,cle,12.6,5800.0,Home
180,1,"Diggs, Stefon",buf,nyj,12.6,6600.0,Home
181,1,"Shenault Jr., Laviska",jac,ind,12.2,4600.0,Home
182,1,"Campbell, Parris",ind, jac,11.0,5100.0,Away
183,1,"Godwin, Chris",tam, nor,10.9,7700.0,Away
184,1,"Amendola, Danny",det,chi,10.6,5100.0,Home
185,1,"Edelman, Julian",nwe,mia,10.5,6700.0,Home
186,1,"Miller, Scott",tam, nor,10.4,4500.0,Away
187,1,"Washington, James",pit, nyg,10.4,5100.0,Away
188,1,"Chark, D.J.",jac,ind,10.0,6600.0,Home
189,1,"Robinson, Allen",chi, det,9.8,7200.0,Away
190,1,"Sanders, Emmanuel",nor,tam,9.0,5400.0,Home
191,1,"Williams, Mike",lac, cin,8.9,5900.0,Away
192,1,"Agholor, Nelson",lvr, car,8.8,4900.0,Away
193,1,"Landry, Jarvis",cle, bal,8.6,6300.0,Away
194,1,"McLaurin, Terry",was,phi,8.6,6500.0,Home
195,1,"Lamb, CeeDee",dal, lar,8.4,5200.0,Away
196,1,"Ruggs III, Henry",lvr, car,8.1,5100.0,Away
197,1,"Beasley, Cole",buf,nyj,7.8,5400.0,Home
198,1,"Shepard, Sterling",nyg,pit,7.7,5700.0,Home
199,1,"Humphries, Adam",ten, den,7.7,4900.0,Away
200,1,"Green, A.J.",cin,lac,7.6,6200.0,Home
201,1,"Jeudy, Jerry",den,ten,7.6,5200.0,Home
202,1,"Jones, Marvin",det,chi,7.5,6200.0,Home
203,1,"Moore, D.J.",car,lvr,7.4,7100.0,Home
204,1,"Hilton, T.Y.",ind, jac,7.3,6500.0,Away
205,1,"Johnson, Olabisi",min,gnb,7.1,4900.0,Home
206,1,"Samuel, Curtis",car,lvr,6.8,5400.0,Home
207,1,"Evans, Mike",tam, nor,6.7,7500.0,Away
208,1,"Parker, DeVante",mia, nwe,6.7,6700.0,Away
209,1,"Johnson, Diontae",pit, nyg,6.7,5900.0,Away
210,1,"Wims, Javon",chi, det,6.6,4600.0,Away
211,1,"Sims Jr., Steven",was,phi,6.5,5100.0,Home
212,1,"Gallup, Michael",dal, lar,6.5,6200.0,Away
213,1,"Brown, A.J.",ten, den,6.4,6700.0,Away
214,1,"Reagor, Jalen",phi, was,6.0,5000.0,Away
215,1,"Kupp, Cooper",lar,dal,6.0,7200.0,Home
216,1,"Cephus, Quintez",det,chi,5.8,4500.0,Home
217,1,"Allen, Keenan",lac, cin,5.7,7000.0,Away
218,1,"Claypool, Chase",pit, nyg,5.7,4500.0,Away
219,1,"Jackson, DeSean",phi, was,5.6,5600.0,Away
220,1,"Ward, Greg",phi, was,5.6,4900.0,Away
221,1,"Moore, David",sea, atl,5.5,4900.0,Away
222,1,"Fitzgerald, Larry",ari, sfo,5.4,5300.0,Away
223,1,"Boyd, Tyler",cin,lac,5.3,6100.0,Home
224,1,"Mooney, Darnell",chi, det,5.3,4500.0,Away
225,1,"Boykin, Miles",bal,cle,5.2,4900.0,Home
226,1,"Williams, Preston",mia, nwe,5.1,5300.0,Away
227,1,"Patrick, Tim",den,ten,4.9,4600.0,Home
228,1,"Bourne, Kendrick",sfo,ari,4.4,5700.0,Home
229,1,"Harry, N'Keal",nwe,mia,4.4,5100.0,Home
230,1,"Grant, Jakeem",mia, nwe,4.0,4500.0,Away
231,1,"Beckham Jr., Odell",cle, bal,3.7,6900.0,Away
232,1,"Patterson, Cordarrelle",chi, det,3.6,5000.0,Away
233,1,"Jefferson, Justin",min,gnb,3.6,5000.0,Home
234,1,"Jefferson, Van",lar,dal,3.6,4600.0,Home
235,1,"Robinson, Demarcus",kan,hou,3.5,4600.0,Home
236,1,"Cobb, Randall",hou, kan,3.3,5000.0,Away
237,1,"Thomas, Michael",nor,tam,3.2,8800.0,Home
238,1,"Perriman, Breshad",nyj, buf,3.2,5700.0,Away
239,1,"McKenzie, Isaiah",buf,nyj,3.2,4600.0,Home
240,1,"Renfrow, Hunter",lvr, car,3.1,5200.0,Away
241,1,"Inman, Dontrelle",was,phi,3.1,4500.0,Home
242,1,"Harris, Deonte",nor,tam,3.1,4600.0,Home
243,1,"Hall, Marvin",det,chi,3.1,4700.0,Home
244,1,"Cooks, Brandin",hou, kan,3.0,5700.0,Away
245,1,"Pascal, Zach",ind, jac,2.8,5200.0,Away
246,1,"Board, C.J.",nyg,pit,2.7,4500.0,Home
247,1,"Ross, John",cin,lac,2.7,5100.0,Home
248,1,"Thomas, Mike",cin,lac,2.7,4500.0,Home
249,1,"Davis, Gabriel",buf,nyj,2.6,4500.0,Home
250,1,"Hamilton, DaeSean",den,ten,2.3,4800.0,Home
251,1,"Ford, Isaiah",nwe,mia,2.3,4600.0,Home
252,1,"Swain, Freddie",sea, atl,2.2,4500.0,Away
253,1,"Reynolds, Josh",lar,dal,2.2,4800.0,Home
254,1,"Guyton, Jalen",lac, cin,2.1,4500.0,Away
255,1,"Pittman Jr., Michael",ind, jac,2.0,4900.0,Away
256,1,"Johnson, Collin",jac,ind,1.9,4500.0,Home
257,1,"Taylor, Trent",sfo,ari,1.7,4700.0,Home
258,1,"Hodge, KhaDarel",cle, bal,1.7,4700.0,Away
259,1,"Duvernay, Devin",bal,cle,1.7,4700.0,Home
260,1,"Edwards, Bryan",lvr, car,1.4,4500.0,Away
261,1,"Higgins, Rashard",cle, bal,1.4,4600.0,Away
262,1,"Carter, DeAndre",hou, kan,1.3,4600.0,Away
263,1,"Cleveland, Tyrie",den,ten,1.2,4500.0,Home
264,1,"Conley, Chris",jac,ind,1.1,5100.0,Home
265,1,"Watson, Justin",tam, nor,1.1,4800.0,Away
266,1,"Hardman, Mecole",kan,hou,1.1,5000.0,Home
267,1,"Roberts, Seth",car,lvr,1.0,4700.0,Home
268,1,"Smith, Tre'Quan",nor,tam,0.9,4900.0,Home
269,1,"Hogan, Chris",nyj, buf,0.5,4600.0,Away
270,1,"Kirk, Christian",ari, sfo,0.5,5800.0,Away
271,1,"Hightower, John",phi, was,0.3,4500.0,Away
272,1,"Kemp, Marcus",kan,hou,0.0,4500.0,Home
273,1,"Sharpe, Tajae",min,gnb,0.0,4800.0,Home
274,1,"Hollins, Mack",mia, nwe,0.0,4500.0,Away
275,1,"Pringle, Byron",kan,hou,0.0,4500.0,Home
276,1,"Ginn Jr., Ted",chi, det,0.0,4900.0,Away
277,1,"Jones, Zay",lvr, car,0.0,4800.0,Away
278,1,"Zylstra, Brandon",car,lvr,0.0,4500.0,Home
279,1,"Fowler, Bennie",nor,tam,0.0,4700.0,Home
280,1,"Powell, Brandon",atl,sea,0.0,4500.0,Home
281,1,"Erickson, Alex",cin,lac,0.0,4600.0,Home
282,1,"Turner, Malik",dal, lar,0.0,4500.0,Away
283,1,"Byrd, Damiere",nwe,mia,0.0,4600.0,Home
284,1,"Sherfield, Trent",ari, sfo,0.0,4700.0,Away
285,1,"Osborn, K.J.",min,gnb,0.0,4500.0,Home
286,1,"Proche, James",bal,cle,0.0,4600.0,Home
287,1,"Malone, Josh",nyj, buf,0.0,4500.0,Away
288,1,"Cooper, Pharoh",car,lvr,0.0,4800.0,Home
289,1,"Wilson, Cedrick",dal, lar,0.0,4500.0,Away
290,1,"Berrios, Braxton",nyj, buf,0.0,4500.0,Away
291,1,"Higgins, Tee",cin,lac,0.0,4900.0,Home
292,1,"Natson, JoJo",cle, bal,0.0,4500.0,Away
293,1,"Spencer, Diontae",den,ten,0.0,4500.0,Home
294,1,"Brown, Noah",dal, lar,0.0,4500.0,Away
295,1,"Reed, Joe",lac, cin,0.0,4600.0,Away
296,1,"Tate, Auden",cin,lac,0.0,4500.0,Home
297,1,"Hollister, Cody",ten, den,0.0,4500.0,Away
298,1,"Roberts, Andre",buf,nyj,0.0,4500.0,Home
299,1,"Sims, Cam",was,phi,0.0,4500.0,Home
300,1,"Blake, Christian",atl,sea,0.0,4700.0,Home
301,1,"Zaccheaus, Olamide",atl,sea,0.0,4600.0,Home
302,1,"Slater, Matthew",nwe,mia,0.0,4500.0,Home
303,1,"Raymond, Kalif",ten, den,0.0,4600.0,Away
304,1,"Arcega-Whiteside, JJ",phi, was,0.0,5300.0,Away
305,1,"James, Richie",sfo,ari,0.0,4800.0,Home
306,1,"Isabella, Andy",ari, sfo,0.0,4600.0,Away
307,1,"Ratley, Damion",nyg,pit,0.0,4500.0,Home
308,1,"Meyers, Jakobi",nwe,mia,0.0,4700.0,Home
309,1,"Dulin, Ashton",ind, jac,0.0,4500.0,Away
310,1,"Webster, Nsimba",lar,dal,0.0,4500.0,Home
311,1,"Pettis, Dante",nyg,pit,0.0,5000.0,Home
312,1,"Stills, Kenny",hou, kan,0.0,4900.0,Away
313,1,"Andrews, Mark",bal,cle,20.3,7400.0,Home
314,1,"Goedert, Dallas",phi, was,20.1,5200.0,Away
315,1,"Fant, Noah",den,ten,16.6,5400.0,Home
316,1,"Hockenson, T.J.",det,chi,14.1,5300.0,Home
317,1,"Kelce, Travis",kan,hou,14.0,7800.0,Home
318,1,"Njoku, David",cle, bal,12.5,4400.0,Away
319,1,"Thomas, Logan",was,phi,11.7,4000.0,Home
320,1,"Smith, Jonnu",ten, den,11.6,4900.0,Away
321,1,"Howard, O.J.",tam, nor,11.6,4700.0,Away
322,1,"Akins, Jordan",hou, kan,10.9,4300.0,Away
323,1,"Cook, Jared",nor,tam,10.5,5900.0,Home
324,1,"Olsen, Greg",sea, atl,10.4,4900.0,Away
325,1,"Graham, Jimmy",chi, det,10.0,5000.0,Away
326,1,"Henry, Hunter",lac, cin,9.8,6000.0,Away
327,1,"Ertz, Zach",phi, was,9.3,6700.0,Away
328,1,"Waller, Darren",lvr, car,7.5,6900.0,Away
329,1,"Kittle, George",sfo,ari,7.3,8000.0,Home
330,1,"Pruitt, MyCole",ten, den,6.6,4100.0,Away
331,1,"Uzomah, C.J.",cin,lac,6.5,4600.0,Home
332,1,"Doyle, Jack",ind, jac,6.4,5300.0,Away
333,1,"Higbee, Tyler",lar,dal,5.5,5800.0,Home
334,1,"Hurst, Hayden",atl,sea,5.3,5300.0,Home
335,1,"Herndon, Chris",nyj, buf,4.7,4700.0,Away
336,1,"Gesicki, Mike",mia, nwe,4.5,5400.0,Away
337,1,"Rudolph, Kyle",min,gnb,3.8,5200.0,Home
338,1,"Knox, Dawson",buf,nyj,3.6,4700.0,Home
339,1,"Arnold, Dan",ari, sfo,3.1,4200.0,Away
340,1,"Izzo, Ryan",nwe,mia,3.0,4000.0,Home
341,1,"Alie-Cox, Mo",ind, jac,3.0,4000.0,Away
342,1,"Fells, Darren",hou, kan,2.9,4500.0,Away
343,1,"Smith, Kaden",nyg,pit,2.7,4300.0,Home
344,1,"Thomas, Ian",car,lvr,2.6,5100.0,Home
345,1,"Hooper, Austin",cle, bal,2.5,5700.0,Away
346,1,"Ebron, Eric",pit, nyg,2.3,5000.0,Away
347,1,"Reed, Jordan",sfo,ari,2.2,4000.0,Home
348,1,"Gronkowski, Rob",tam, nor,2.1,5500.0,Away
349,1,"Engram, Evan",nyg,pit,1.9,6300.0,Home
350,1,"Dissly, Will",sea, atl,1.8,4900.0,Away
351,1,"Toilolo, Levine",nyg,pit,1.8,4000.0,Home
352,1,"Jarwin, Blake",dal, lar,1.7,5300.0,Away
353,1,"Deguara, Josiah",gnb, min,1.7,4000.0,Away
354,1,"Schultz, Dalton",dal, lar,1.6,4000.0,Away
355,1,"Smith Jr., Irv",min,gnb,1.6,4800.0,Home
356,1,"Firkser, Anthony",ten, den,1.5,4200.0,Away
357,1,"Green, Virgil",lac, cin,1.5,4100.0,Away
358,1,"Hollister, Jacob",sea, atl,1.4,4200.0,Away
359,1,"Eifert, Tyler",jac,ind,1.3,4600.0,Home
360,1,"Boyle, Nick",bal,cle,1.3,4600.0,Home
361,1,"Everett, Gerald",lar,dal,1.2,4600.0,Home
362,1,"Sample, Drew",cin,lac,1.2,4200.0,Home
363,1,"Bryant, Harrison",cle, bal,1.0,4000.0,Away
364,1,"Manhertz, Chris",car,lvr,0.9,4100.0,Home
365,1,"McDonald, Vance",pit, nyg,0.8,4400.0,Away
366,1,"Witten, Jason",lvr, car,0.7,4500.0,Away
367,1,"Butt, Jake",den,ten,0.5,4000.0,Home
368,1,"O'Shaughnessy, James",jac,ind,0.5,4000.0,Home
369,1,"Sprinkle, Jeremy",was,phi,0.0,4300.0,Home
370,1,"Rodgers, Richard",phi, was,0.0,4000.0,Away
371,1,"Graham, Jaeden",atl,sea,0.0,4200.0,Home
372,1,"James, Jesse",det,chi,0.0,4400.0,Home
373,1,"Beck, Andrew",den,ten,0.0,4000.0,Home
374,1,"Tonyan, Robert",gnb, min,0.0,4200.0,Away
375,1,"Auclair, Antony",tam, nor,0.0,4000.0,Away
376,1,"Lewis, Marcedes",gnb, min,0.0,4300.0,Away
377,1,"Carter, Cethan",cin,lac,0.0,4000.0,Home
378,1,"Shaheen, Adam",mia, nwe,0.0,4000.0,Away
379,1,"Kmet, Cole",chi, det,0.0,4500.0,Away
380,1,"Tomlinson, Eric",nyg,pit,0.0,4000.0,Home
381,1,"Carrier, Derek",lvr, car,0.0,4000.0,Away
382,1,"Harris, Demetrius",chi, det,0.0,4200.0,Away
383,1,"Mundt, Johnny",lar,dal,0.0,4000.0,Home
384,1,"Moreau, Foster",lvr, car,0.0,4100.0,Away
385,1,"Holtz, J.P.",chi, det,0.0,4000.0,Away
386,1,"Willson, Luke",sea, atl,0.0,4100.0,Away
387,1,"Asiasi, Devin",nwe,mia,0.0,4100.0,Home
388,1,"Griffin, Ryan",nyj, buf,0.0,4300.0,Away
389,1,"Kroft, Tyler",buf,nyj,0.0,4300.0,Home
390,1,"Bell, Blake",dal, lar,0.0,4000.0,Away
391,1,"Daniels, Darrell",ari, sfo,0.0,4000.0,Away
392,1,"Anderson, Stephen",lac, cin,0.0,4000.0,Away
393,1,"Hill, Josh",nor,tam,0.0,4200.0,Home
394,1,"Stocker, Luke",atl,sea,0.0,4000.0,Home
395,1,"Brown, Daniel",nyj, buf,0.0,4000.0,Away
396,1,"Carlson, Stephen",cle, bal,0.0,4000.0,Away
397,1,"Sternberger, Jace",gnb, min,0.0,4100.0,Away
398,1,"Williams, Maxx",ari, sfo,0.0,4400.0,Away
399,1,"Smythe, Durham",mia, nwe,0.0,4100.0,Away
400,1,"Conklin, Tyler",min,gnb,0.0,4000.0,Home
401,1,"Brate, Cameron",tam, nor,0.0,4400.0,Away
402,1,"Wesco, Trevon",nyj, buf,0.0,4000.0,Away
403,1,"Dwelley, Ross",sfo,ari,0.0,4200.0,Home
404,1,"Vannett, Nick",den,ten,-0.1,4000.0,Home
405,1,New Orleans,nor,tam,17.0,4100.0,Home
406,1,Washington,was,phi,15.0,3400.0,Home
407,1,Baltimore,bal,cle,15.0,4800.0,Home
408,1,New England,nwe,mia,11.0,4600.0,Home
409,1,LA Chargers,lac, cin,11.0,4200.0,Away
410,1,Buffalo,buf,nyj,8.0,4700.0,Home
411,1,Pittsburgh,pit, nyg,8.0,4800.0,Away
412,1,New York J,nyj, buf,7.0,3900.0,Away
413,1,Kansas City,kan,hou,7.0,4200.0,Home
414,1,Jacksonville,jac,ind,6.0,3500.0,Home
415,1,Seattle,sea, atl,6.0,4000.0,Away
416,1,Arizona,ari, sfo,6.0,3300.0,Away
417,1,Green Bay,gnb, min,5.0,3900.0,Away
418,1,Denver,den,ten,4.0,4500.0,Home
419,1,Dallas,dal, lar,4.0,3800.0,Away
420,1,San Francisco,sfo,ari,4.0,5000.0,Home
421,1,Miami,mia, nwe,4.0,3500.0,Away
422,1,LA Rams,lar,dal,4.0,3700.0,Home
423,1,New York G,nyg,pit,4.0,3400.0,Home
424,1,Indianapolis,ind, jac,4.0,3700.0,Away
425,1,Philadelphia,phi, was,3.0,4500.0,Away
426,1,Cincinnati,cin,lac,3.0,3600.0,Home
427,1,Chicago,chi, det,3.0,4400.0,Away
428,1,Tennessee,ten, den,3.0,4000.0,Away
429,1,Detroit,det,chi,1.0,3700.0,Home
430,1,Las Vegas,lvr, car,0.0,3200.0,Away
431,1,Tampa Bay,tam, nor,0.0,3800.0,Away
